ID,Semaine,Province,Pluviometrie_mm,Temperature_C,NDVI,Humidite_pct,Densite_Population,Couverture_Vaccinale_pct,Tests_Realises,Distance_Centre_Sante_km,Reservoirs_Animaux,Mobilite_Humaine,Cas_Confirmes,Saison,Population_Risque,Taux_Positivite_pct
OBS_02314,2314,Kongo Central,145,27.8,0.481,66,134,24.5,430,1,0,4,136,Pluie,4695,31.63
OBS_02315,2315,Haut-Uele,254,28.9,0.686,81,181,44.4,200,12,1,6,111,Pluie,9165,55.5
OBS_02316,2316,Ituri,19,29.7,0.214,80,154,44.6,360,1,0,6,40,Seche,1760,11.11
OBS_02317,2317,Équateur,283,25.5,0.506,63,41,16.8,300,10,1,6,153,Pluie,1882,51.0
OBS_02318,2318,Kinshasa,77,28.2,0.401,69,71,16.8,270,4,0,4,54,Seche,3426,20.0
OBS_02319,2319,Maniema,333,30.3,0.582,71,97,23.7,330,14,0,6,219,Pluie,8079,66.36
OBS_02320,2320,Tshuapa,192,26.5,0.641,43,88,42.2,280,7,1,5,82,Pluie,4896,29.29
OBS_02321,2321,Tshopo,105,18.9,0.608,78,127,30.3,430,14,0,8,57,Pluie,5863,13.26
OBS_02322,2322,Tshopo,400,23.7,0.253,92,91,38.9,360,18,1,5,210,Pluie,9054,58.33
OBS_02323,2323,Kwilu,128,21.5,0.156,78,107,25.4,250,7,0,1,74,Pluie,3002,29.6
OBS_02324,2324,Mongala,400,23.2,0.624,73,139,35.0,220,22,0,4,137,Pluie,8581,62.27
OBS_02325,2325,Bas-Uele,112,25.1,0.498,74,20,19.9,220,13,0,4,36,Pluie,4810,16.36
OBS_02326,2326,Bas-Uele,158,27.4,0.789,71,290,53.2,160,11,0,6,45,Pluie,6533,28.12
OBS_02327,2327,Tshopo,89,22.9,0.351,55,21,22.1,230,31,0,4,12,Seche,4446,5.22
OBS_02328,2328,Kasaï,74,22.5,0.427,86,144,37.2,440,10,1,7,86,Seche,2361,19.55
OBS_02329,2329,Kasaï,79,20.2,0.444,42,42,23.1,340,4,1,8,18,Seche,1779,5.29
OBS_02330,2330,Sud-Ubangi,37,33.5,0.705,70,80,20.5,310,54,0,2,30,Seche,1377,9.68
OBS_02331,2331,Tshuapa,278,24.8,0.504,49,181,36.9,290,3,0,10,131,Pluie,7020,45.17
OBS_02332,2332,Kasaï-Oriental,244,22.6,0.35,66,79,25.2,280,14,1,5,116,Pluie,1518,41.43
OBS_02333,2333,Haut-Lomami,56,18.0,0.69,47,65,17.8,200,1,0,6,51,Seche,9390,25.5
OBS_02334,2334,Nord-Kivu,128,24.5,0.287,82,41,10.6,380,11,0,4,119,Pluie,6785,31.32
OBS_02335,2335,Sud-Ubangi,131,23.6,0.301,70,147,34.3,270,35,0,5,31,Pluie,1044,11.48
OBS_02336,2336,Lualaba,53,29.9,0.722,95,79,26.4,200,1,1,5,60,Seche,9081,30.0
OBS_02337,2337,Tshuapa,109,25.2,0.706,70,135,36.2,120,37,0,4,9,Pluie,8802,7.5
OBS_02338,2338,Lomami,400,23.5,0.628,51,203,25.7,310,14,1,4,222,Pluie,2787,71.61
OBS_02339,2339,Haut-Uele,66,27.4,0.458,63,22,34.2,270,7,1,5,9,Seche,9392,3.33
OBS_02340,2340,Kinshasa,238,24.7,0.505,48,28,31.4,270,16,0,2,105,Pluie,7203,38.89
OBS_02341,2341,Haut-Katanga,41,25.5,0.438,65,33,45.7,180,38,0,3,4,Seche,1918,2.22
OBS_02342,2342,Kinshasa,193,28.5,0.697,74,287,28.4,200,18,0,3,121,Pluie,9459,60.5
OBS_02343,2343,Lomami,268,28.3,0.544,52,18,54.7,260,3,1,7,65,Pluie,8373,25.0
OBS_02344,2344,Tshuapa,271,29.5,0.536,60,83,47.0,200,4,1,6,86,Pluie,2434,43.0
OBS_02345,2345,Kinshasa,231,26.9,0.224,82,81,46.6,200,27,0,5,16,Pluie,6708,8.0
OBS_02346,2346,Équateur,21,24.4,0.441,57,131,30.4,320,22,0,4,25,Seche,5851,7.81
OBS_02347,2347,Haut-Uele,58,23.3,0.652,95,227,40.0,290,37,1,4,28,Seche,2642,9.66
OBS_02348,2348,Lualaba,26,25.2,0.444,68,85,11.5,400,3,1,5,69,Seche,6558,17.25
OBS_02349,2349,Nord-Ubangi,129,23.6,0.509,82,43,43.4,210,9,0,7,39,Pluie,3100,18.57
OBS_02350,2350,Kasaï-Oriental,42,24.2,0.326,67,42,26.1,350,6,0,5,38,Seche,6302,10.86
OBS_02351,2351,Sankuru,49,27.1,0.313,84,26,27.9,280,32,1,1,17,Seche,7339,6.07
OBS_02352,2352,Mongala,375,22.4,0.658,76,170,36.8,220,9,0,3,166,Pluie,8721,75.45
OBS_02353,2353,Nord-Kivu,215,20.8,0.338,56,299,28.6,270,4,0,2,115,Pluie,5597,42.59
OBS_02354,2354,Sud-Kivu,184,21.8,0.267,72,36,20.9,420,1,0,5,142,Pluie,7132,33.81
OBS_02355,2355,Nord-Ubangi,136,22.9,0.382,95,62,13.2,290,18,0,4,72,Pluie,6203,24.83
OBS_02356,2356,Kwilu,38,26.1,0.348,76,39,28.9,350,8,0,7,47,Seche,6080,13.43
OBS_02357,2357,Haut-Katanga,91,28.2,0.456,57,5,59.3,300,24,0,3,7,Seche,9643,2.33
OBS_02358,2358,Kasaï,125,21.1,0.352,66,101,11.0,370,3,1,7,110,Pluie,9667,29.73
OBS_02359,2359,Sud-Kivu,276,26.1,0.603,58,54,23.6,210,6,0,7,119,Pluie,6121,56.67
OBS_02360,2360,Maniema,188,23.2,0.724,64,101,34.1,390,3,0,6,102,Pluie,5397,26.15
OBS_02361,2361,Kasaï-Oriental,147,26.0,0.367,48,31,9.6,390,17,0,4,108,Pluie,7301,27.69
OBS_02362,2362,Tanganyika,229,24.2,0.568,84,25,29.2,320,4,1,6,110,Pluie,3350,34.38
OBS_02363,2363,Kasaï-Oriental,265,20.1,0.267,84,46,21.4,190,2,1,4,77,Pluie,5660,40.53
OBS_02364,2364,Haut-Uele,138,21.9,0.259,95,162,25.7,140,16,0,2,48,Pluie,1589,34.29
OBS_02365,2365,Kwilu,140,27.9,0.368,66,388,31.6,320,7,0,4,128,Pluie,6211,40.0
OBS_02366,2366,Équateur,18,22.6,0.335,89,277,41.0,380,1,0,5,52,Seche,9389,13.68
OBS_02367,2367,Sud-Ubangi,94,26.7,0.369,60,37,17.9,400,17,1,5,65,Seche,5609,16.25
OBS_02368,2368,Tshopo,209,21.0,0.79,83,214,42.1,330,2,0,3,117,Pluie,8565,35.45
OBS_02369,2369,Kwango,140,27.0,0.263,85,58,23.6,190,37,0,8,48,Pluie,2739,25.26
OBS_02370,2370,Lomami,74,30.7,0.456,86,196,24.3,310,7,0,1,78,Seche,6964,25.16
OBS_02371,2371,Sud-Kivu,56,20.5,0.492,76,242,22.4,350,8,1,2,93,Seche,9585,26.57
OBS_02372,2372,Mai-Ndombe,94,24.8,0.448,57,87,27.5,320,11,0,5,22,Seche,5781,6.88
OBS_02373,2373,Équateur,65,33.2,0.581,82,119,50.0,240,15,1,3,14,Seche,5442,5.83
OBS_02374,2374,Tanganyika,84,22.5,0.189,56,115,19.7,380,3,1,2,78,Seche,1114,20.53
OBS_02375,2375,Ituri,18,22.9,0.313,58,22,32.6,420,5,1,6,14,Seche,5398,3.33
OBS_02376,2376,Sud-Ubangi,332,22.0,0.141,53,32,30.8,240,44,0,2,76,Pluie,2254,31.67
OBS_02377,2377,Haut-Lomami,46,25.3,0.333,70,5,26.3,230,1,1,3,21,Seche,5875,9.13
OBS_02378,2378,Sud-Kivu,134,22.4,0.305,76,90,5.8,220,3,1,4,64,Pluie,3576,29.09
OBS_02379,2379,Ituri,39,18.9,0.64,70,22,31.4,460,6,0,3,57,Seche,8970,12.39
OBS_02380,2380,Kasaï-Oriental,75,23.8,0.441,69,69,29.3,250,29,1,5,17,Seche,2063,6.8
OBS_02381,2381,Lomami,139,28.4,0.407,77,73,8.6,240,17,1,9,97,Pluie,4543,40.42
OBS_02382,2382,Nord-Ubangi,400,18.0,0.492,73,247,44.3,220,11,1,6,127,Pluie,1617,57.73
OBS_02383,2383,Sud-Ubangi,38,25.6,0.402,47,167,38.6,300,25,1,4,17,Seche,5209,5.67
OBS_02384,2384,Tshuapa,104,23.6,0.62,50,18,12.0,240,7,1,6,81,Pluie,7369,33.75
OBS_02385,2385,Sud-Kivu,309,23.4,0.29,79,500,31.3,210,59,1,8,123,Pluie,1441,58.57
OBS_02386,2386,Kwilu,155,22.7,0.452,73,52,24.7,460,2,0,5,106,Pluie,5277,23.04
OBS_02387,2387,Kongo Central,175,22.4,0.468,81,39,34.4,150,1,0,3,34,Pluie,3832,22.67
OBS_02388,2388,Kwilu,126,25.7,0.443,60,10,31.9,160,25,0,2,18,Pluie,4442,11.25
OBS_02389,2389,Lomami,400,28.6,0.373,68,56,39.8,350,17,0,4,192,Pluie,4978,54.86
OBS_02390,2390,Nord-Ubangi,158,32.5,0.6,70,136,11.5,270,4,0,3,173,Pluie,6056,64.07
OBS_02391,2391,Kasaï-Central,162,25.7,0.309,73,196,33.9,140,5,1,4,35,Pluie,7782,25.0
OBS_02392,2392,Sankuru,30,26.5,0.316,85,58,12.8,390,22,0,3,49,Seche,9696,12.56
OBS_02393,2393,Kongo Central,57,27.0,0.516,48,200,15.0,250,6,0,4,65,Seche,5794,26.0
OBS_02394,2394,Haut-Uele,264,23.8,0.381,79,98,28.3,330,28,0,5,107,Pluie,8205,32.42
OBS_02395,2395,Mongala,178,21.3,0.496,65,65,52.5,270,38,0,3,12,Pluie,5443,4.44
OBS_02396,2396,Haut-Uele,119,31.4,0.131,77,92,30.6,180,21,1,2,46,Pluie,5563,25.56
OBS_02397,2397,Mongala,307,25.7,0.341,56,15,19.0,260,13,0,5,127,Pluie,4788,48.85
OBS_02398,2398,Tshuapa,95,22.1,0.266,62,18,33.5,530,24,1,6,57,Seche,6244,10.75
OBS_02399,2399,Ituri,93,29.1,0.399,75,136,36.8,340,15,1,9,49,Seche,7291,14.41
OBS_02400,2400,Kwango,129,22.4,0.628,70,29,45.8,260,11,0,5,39,Pluie,5879,15.0
OBS_02401,2401,Nord-Ubangi,177,24.6,0.549,89,90,52.3,220,6,1,5,39,Pluie,8649,17.73
OBS_02402,2402,Kinshasa,93,23.2,0.427,71,273,11.1,230,35,0,3,29,Seche,5698,12.61
OBS_02403,2403,Kongo Central,142,22.0,0.601,72,93,16.8,270,26,0,7,67,Pluie,8562,24.81
OBS_02404,2404,Tshopo,234,26.2,0.154,66,187,35.0,340,42,0,9,48,Pluie,7485,14.12
OBS_02405,2405,Kinshasa,67,26.0,0.362,86,141,52.4,280,5,1,5,17,Seche,8055,6.07
OBS_02406,2406,Sud-Ubangi,400,19.6,0.468,86,19,12.2,320,19,1,2,246,Pluie,3707,76.88
OBS_02407,2407,Nord-Kivu,120,29.6,0.384,76,72,18.1,290,12,0,8,81,Pluie,3100,27.93
OBS_02408,2408,Tshopo,128,18.0,0.545,84,130,19.4,150,4,0,4,44,Pluie,1943,29.33
OBS_02409,2409,Kwilu,262,28.7,0.248,67,229,44.2,170,9,0,5,63,Pluie,8710,37.06
OBS_02410,2410,Kasaï,293,18.0,0.506,92,118,42.1,330,26,0,4,184,Pluie,4858,55.76
OBS_02411,2411,Sud-Ubangi,71,27.0,0.443,79,39,36.7,190,6,0,2,25,Seche,9636,13.16
OBS_02412,2412,Tanganyika,276,25.4,0.746,59,159,73.2,180,2,0,6,48,Pluie,8987,26.67
OBS_02413,2413,Kasaï,129,28.6,0.522,80,17,62.7,310,28,0,6,22,Pluie,4869,7.1
OBS_02414,2414,Mai-Ndombe,117,27.4,0.478,80,52,17.5,160,5,0,4,31,Pluie,7603,19.38
OBS_02415,2415,Nord-Kivu,56,21.2,0.482,52,32,59.0,430,9,0,5,6,Seche,6256,1.4
OBS_02416,2416,Kwilu,119,23.7,0.252,54,79,34.1,200,2,1,2,28,Pluie,5687,14.0
OBS_02417,2417,Kinshasa,190,28.3,0.258,69,300,32.8,210,62,0,7,38,Pluie,3255,18.1
OBS_02418,2418,Haut-Uele,152,29.8,0.331,70,191,29.6,380,2,0,2,135,Pluie,8943,35.53
OBS_02419,2419,Haut-Lomami,108,26.1,0.733,76,27,28.1,270,39,1,3,61,Pluie,1666,22.59
OBS_02420,2420,Lualaba,58,20.4,0.572,72,66,8.8,280,6,0,5,71,Seche,6249,25.36
OBS_02421,2421,Bas-Uele,400,23.3,0.275,74,215,50.2,390,16,0,1,162,Pluie,7905,41.54
OBS_02422,2422,Mongala,166,25.9,0.352,58,128,33.4,480,4,0,9,143,Pluie,8526,29.79
OBS_02423,2423,Tanganyika,267,28.8,0.629,66,100,32.6,360,1,1,4,256,Pluie,8323,71.11
OBS_02424,2424,Kwango,100,24.3,0.42,64,25,24.7,300,6,0,3,45,Seche,2373,15.0
OBS_02425,2425,Kongo Central,226,22.6,0.587,77,72,36.4,300,7,0,4,131,Pluie,6247,43.67
OBS_02426,2426,Équateur,23,23.4,0.543,91,317,23.7,410,23,0,5,134,Seche,4255,32.68
OBS_02427,2427,Sud-Kivu,296,26.9,0.238,84,268,41.2,180,10,1,7,101,Pluie,6367,56.11
OBS_02428,2428,Kinshasa,74,28.8,0.393,70,123,19.1,220,22,1,10,34,Seche,2622,15.45
OBS_02429,2429,Kwango,76,20.7,0.581,89,211,21.1,230,1,0,2,80,Seche,1209,34.78
OBS_02430,2430,Sud-Ubangi,135,26.3,0.661,82,32,40.3,280,7,1,4,52,Pluie,5563,18.57
OBS_02431,2431,Haut-Katanga,154,18.5,0.5,75,500,20.0,460,17,0,3,222,Pluie,6148,48.26
OBS_02432,2432,Maniema,80,25.7,0.649,89,48,9.4,270,7,0,6,107,Seche,2986,39.63
OBS_02433,2433,Kinshasa,231,21.3,0.276,93,33,26.1,230,2,1,6,76,Pluie,8090,33.04
OBS_02434,2434,Kinshasa,272,28.2,0.393,55,123,45.6,260,10,0,4,37,Pluie,2992,14.23
OBS_02435,2435,Lomami,400,23.5,0.451,63,113,34.1,300,37,1,3,179,Pluie,9604,59.67
OBS_02436,2436,Équateur,254,31.1,0.244,59,9,17.2,240,11,0,5,88,Pluie,9640,36.67
OBS_02437,2437,Lomami,236,23.6,0.523,71,64,9.7,320,3,0,6,199,Pluie,9629,62.19
OBS_02438,2438,Maniema,52,22.5,0.551,75,79,40.2,200,7,0,3,15,Seche,6287,7.5
OBS_02439,2439,Haut-Lomami,139,18.2,0.192,86,160,20.8,140,24,0,3,15,Pluie,7998,10.71
OBS_02440,2440,Haut-Uele,88,30.0,0.432,62,42,30.9,240,4,0,4,39,Seche,8225,16.25
OBS_02441,2441,Tanganyika,216,29.4,0.234,64,98,41.9,480,5,0,6,146,Pluie,4290,30.42
OBS_02442,2442,Sud-Ubangi,191,25.8,0.557,79,47,52.6,250,6,0,5,40,Pluie,9845,16.0
OBS_02443,2443,Haut-Katanga,27,24.7,0.556,81,112,22.1,190,6,0,5,60,Seche,4720,31.58
OBS_02444,2444,Maniema,55,27.2,0.167,56,69,42.3,220,10,1,4,10,Seche,5450,4.55
OBS_02445,2445,Lomami,80,24.5,0.25,70,196,11.8,210,7,1,3,37,Seche,6105,17.62
OBS_02446,2446,Haut-Lomami,233,26.5,0.438,90,68,52.4,140,50,1,6,12,Pluie,4717,8.57
OBS_02447,2447,Bas-Uele,17,19.1,0.553,73,71,53.6,360,7,0,3,10,Seche,1508,2.78
OBS_02448,2448,Tanganyika,400,26.2,0.236,68,122,39.7,230,27,0,3,114,Pluie,9420,49.57
OBS_02449,2449,Kasaï-Oriental,30,23.5,0.674,55,56,21.9,270,19,1,3,27,Seche,8761,10.0
OBS_02450,2450,Kwilu,64,22.6,0.32,76,61,30.9,190,5,1,5,17,Seche,8333,8.95
OBS_02451,2451,Kongo Central,160,30.6,0.501,72,168,41.1,170,37,1,3,38,Pluie,6876,22.35
OBS_02452,2452,Tshuapa,68,28.0,0.485,56,84,22.6,430,5,1,2,95,Seche,7728,22.09
OBS_02453,2453,Nord-Kivu,309,22.5,0.51,71,101,54.5,240,1,0,3,88,Pluie,4638,36.67
OBS_02454,2454,Haut-Katanga,183,29.2,0.182,89,133,36.6,470,11,1,4,157,Pluie,8569,33.4
OBS_02455,2455,Tanganyika,108,25.7,0.203,54,145,60.0,200,4,0,4,9,Pluie,1281,4.5
OBS_02456,2456,Lomami,181,27.5,0.545,79,39,23.2,230,1,1,3,90,Pluie,7436,39.13
OBS_02457,2457,Sud-Ubangi,196,26.8,0.649,76,24,30.1,310,12,1,6,123,Pluie,1177,39.68
OBS_02458,2458,Mai-Ndombe,236,26.4,0.498,57,135,21.8,290,29,1,4,90,Pluie,7116,31.03
OBS_02459,2459,Haut-Lomami,143,23.0,0.432,78,98,27.3,290,7,0,6,89,Pluie,6602,30.69
OBS_02460,2460,Tshuapa,101,25.2,0.371,73,128,27.4,320,10,1,2,44,Pluie,5812,13.75
OBS_02461,2461,Kwilu,21,25.2,0.459,70,96,9.1,360,12,0,4,87,Seche,8940,24.17
OBS_02462,2462,Kasaï-Central,379,31.1,0.739,49,32,13.1,210,4,1,4,169,Pluie,8404,80.48
OBS_02463,2463,Haut-Lomami,49,25.5,0.494,68,148,67.3,360,10,1,8,20,Seche,3730,5.56
OBS_02464,2464,Kwango,165,32.8,0.388,68,66,35.2,210,37,0,4,32,Pluie,4212,15.24
OBS_02465,2465,Lualaba,17,19.9,0.596,67,73,34.2,270,16,0,4,15,Seche,3768,5.56
OBS_02466,2466,Bas-Uele,147,22.5,0.576,72,49,20.5,230,30,0,5,52,Pluie,1445,22.61
OBS_02467,2467,Tshuapa,136,34.0,0.532,56,84,35.1,190,35,1,7,28,Pluie,8885,14.74
OBS_02468,2468,Kasaï-Oriental,50,20.2,0.612,62,73,33.8,310,7,0,4,28,Seche,7063,9.03
OBS_02469,2469,Sankuru,119,32.8,0.201,86,115,16.5,250,26,1,3,63,Pluie,6184,25.2
OBS_02470,2470,Kasaï-Oriental,26,24.1,0.421,65,58,24.3,280,2,0,3,44,Seche,1886,15.71
OBS_02471,2471,Kinshasa,194,27.4,0.365,83,56,10.1,280,4,1,5,152,Pluie,4149,54.29
OBS_02472,2472,Nord-Kivu,62,23.6,0.255,68,130,15.0,450,17,1,6,89,Seche,3127,19.78
OBS_02473,2473,Mai-Ndombe,112,29.8,0.245,95,19,50.2,260,27,1,3,21,Pluie,2164,8.08
OBS_02474,2474,Kinshasa,365,22.1,0.533,62,97,32.1,460,12,0,3,351,Pluie,5765,76.3
OBS_02475,2475,Nord-Kivu,208,27.7,0.438,76,8,26.3,290,30,1,6,91,Pluie,1373,31.38
OBS_02476,2476,Kwango,308,25.4,0.379,87,168,63.2,160,9,0,7,33,Pluie,7386,20.62
OBS_02477,2477,Tshuapa,162,22.7,0.261,85,124,37.5,330,20,0,4,69,Pluie,9895,20.91
OBS_02478,2478,Kongo Central,91,20.9,0.427,84,27,32.3,240,6,0,1,30,Seche,3330,12.5
OBS_02479,2479,Kasaï-Oriental,123,24.3,0.421,63,174,40.5,350,44,0,5,26,Pluie,2883,7.43
OBS_02480,2480,Haut-Lomami,159,24.6,0.331,59,84,34.1,140,32,0,7,22,Pluie,6347,15.71
OBS_02481,2481,Kinshasa,400,27.1,0.572,94,45,37.2,350,64,0,6,144,Pluie,5143,41.14
OBS_02482,2482,Kwilu,68,18.2,0.215,62,96,25.0,300,3,0,5,11,Seche,9554,3.67
OBS_02483,2483,Haut-Lomami,158,24.2,0.736,64,18,49.4,310,8,1,2,50,Pluie,6516,16.13
OBS_02484,2484,Mai-Ndombe,44,26.2,0.455,60,28,11.0,190,3,0,3,19,Seche,1405,10.0
OBS_02485,2485,Kongo Central,93,22.2,0.435,61,50,18.3,240,4,0,5,42,Seche,5840,17.5
OBS_02486,2486,Kasaï,163,29.5,0.334,72,151,16.3,380,11,0,5,121,Pluie,8043,31.84
OBS_02487,2487,Sankuru,194,24.7,0.477,69,64,26.8,500,16,0,6,171,Pluie,1643,34.2
OBS_02488,2488,Kwango,74,25.5,0.578,86,155,33.0,200,4,0,3,39,Seche,2416,19.5
OBS_02489,2489,Mongala,148,28.5,0.303,85,54,22.8,250,1,1,5,87,Pluie,5979,34.8
OBS_02490,2490,Mongala,95,28.5,0.597,67,44,47.1,210,4,0,4,15,Seche,2373,7.14
OBS_02491,2491,Nord-Kivu,107,29.4,0.61,66,126,20.5,260,15,0,5,85,Pluie,9713,32.69
OBS_02492,2492,Kasaï-Oriental,184,23.0,0.463,62,14,60.1,230,7,0,4,29,Pluie,9362,12.61
OBS_02493,2493,Kinshasa,391,23.8,0.294,76,54,29.9,410,2,0,3,329,Pluie,9167,80.24
OBS_02494,2494,Kongo Central,166,26.3,0.25,86,294,16.9,340,39,1,6,146,Pluie,5772,42.94
OBS_02495,2495,Nord-Kivu,203,26.3,0.759,86,137,38.2,240,17,0,6,51,Pluie,5561,21.25
OBS_02496,2496,Mai-Ndombe,40,23.3,0.464,81,40,59.8,290,47,0,4,4,Seche,3035,1.38
OBS_02497,2497,Équateur,194,18.0,0.524,62,100,29.0,280,7,1,4,82,Pluie,3849,29.29
OBS_02498,2498,Sud-Kivu,112,20.8,0.388,89,35,10.5,210,14,1,4,30,Pluie,7434,14.29
OBS_02499,2499,Tshopo,130,27.8,0.14,78,62,34.4,320,25,1,5,49,Pluie,4514,15.31
OBS_02500,2500,Tshuapa,60,25.9,0.23,81,215,32.3,360,19,1,5,52,Seche,5550,14.44
OBS_02501,2501,Haut-Uele,204,23.8,0.305,93,313,27.9,320,48,0,5,82,Pluie,7222,25.62
OBS_02502,2502,Kasaï-Oriental,163,24.9,0.524,75,40,54.6,260,45,0,5,14,Pluie,4742,5.38
OBS_02503,2503,Mai-Ndombe,242,19.4,0.404,71,111,43.9,120,5,1,7,29,Pluie,7469,24.17
OBS_02504,2504,Kasaï,130,19.2,0.624,65,124,37.5,250,7,0,8,40,Pluie,8342,16.0
OBS_02505,2505,Mongala,110,22.5,0.566,77,92,46.6,410,3,0,4,76,Pluie,6831,18.54
OBS_02506,2506,Mongala,224,26.7,0.707,68,54,47.2,180,8,1,5,40,Pluie,9423,22.22
OBS_02507,2507,Tanganyika,71,24.5,0.195,67,65,47.2,280,5,0,6,23,Seche,4234,8.21
OBS_02508,2508,Équateur,101,24.3,0.449,61,154,20.5,280,22,0,9,37,Pluie,6840,13.21
OBS_02509,2509,Kwango,376,23.8,0.688,63,173,21.6,420,24,0,5,311,Pluie,8646,74.05
OBS_02510,2510,Tshopo,74,28.0,0.27,61,353,45.0,180,67,0,4,3,Seche,6902,1.67
OBS_02511,2511,Kasaï,167,23.2,0.513,55,141,15.1,300,16,1,3,100,Pluie,2701,33.33
OBS_02512,2512,Kasaï,62,28.4,0.587,58,233,55.6,510,16,1,4,76,Seche,8364,14.9
OBS_02513,2513,Kongo Central,295,23.1,0.568,67,59,21.4,360,1,0,5,191,Pluie,4074,53.06
OBS_02514,2514,Kongo Central,132,25.3,0.273,75,198,58.2,240,14,0,4,10,Pluie,6823,4.17
OBS_02515,2515,Lomami,126,25.0,0.586,76,53,41.1,310,5,1,7,98,Pluie,2131,31.61
OBS_02516,2516,Maniema,71,20.1,0.354,80,163,38.6,490,7,0,4,69,Seche,2415,14.08
OBS_02517,2517,Ituri,86,22.3,0.337,48,175,27.6,410,6,1,7,65,Seche,7671,15.85
OBS_02518,2518,Haut-Katanga,82,25.8,0.266,50,56,19.8,360,2,0,2,66,Seche,8458,18.33
OBS_02519,2519,Sud-Ubangi,93,31.4,0.584,67,42,41.8,300,11,1,4,38,Seche,1955,12.67
OBS_02520,2520,Lualaba,227,27.1,0.427,58,60,10.2,280,13,0,5,93,Pluie,1697,33.21
OBS_02521,2521,Tshopo,76,22.0,0.435,81,70,31.0,380,2,0,7,40,Seche,6354,10.53
OBS_02522,2522,Haut-Uele,68,27.6,0.53,62,292,29.1,300,16,1,6,66,Seche,6831,22.0
OBS_02523,2523,Lualaba,9,24.2,0.648,64,163,32.7,180,40,0,5,8,Seche,4076,4.44
OBS_02524,2524,Tshopo,117,24.8,0.418,72,241,61.6,200,52,0,3,16,Pluie,2428,8.0
OBS_02525,2525,Lomami,225,28.1,0.694,61,16,46.8,230,13,0,4,64,Pluie,3498,27.83
OBS_02526,2526,Kasaï,134,18.0,0.458,80,142,21.5,310,3,0,2,78,Pluie,4109,25.16
OBS_02527,2527,Tshopo,400,20.8,0.469,90,162,8.5,190,5,0,7,158,Pluie,5577,83.16
OBS_02528,2528,Maniema,259,25.2,0.248,70,197,27.1,300,26,0,2,121,Pluie,9775,40.33
OBS_02529,2529,Kasaï-Oriental,105,28.1,0.243,76,133,17.6,480,5,1,5,191,Pluie,8316,39.79
OBS_02530,2530,Bas-Uele,125,18.0,0.375,67,193,36.8,230,11,0,7,17,Pluie,4425,7.39
OBS_02531,2531,Kasaï-Oriental,112,21.9,0.327,40,178,29.8,230,5,0,8,54,Pluie,2465,23.48
OBS_02532,2532,Haut-Uele,64,29.6,0.234,80,113,34.0,210,25,1,3,17,Seche,2497,8.1
OBS_02533,2533,Bas-Uele,96,23.5,0.343,80,71,12.4,300,14,0,6,43,Seche,2309,14.33
OBS_02534,2534,Tshopo,105,18.0,0.401,64,9,21.6,480,15,1,3,138,Pluie,6739,28.75
OBS_02535,2535,Lualaba,86,27.6,0.687,76,46,28.4,150,4,1,6,53,Seche,6908,35.33
OBS_02536,2536,Maniema,186,26.7,0.289,95,130,20.2,280,5,0,5,148,Pluie,8504,52.86
OBS_02537,2537,Haut-Katanga,30,23.2,0.44,84,149,25.9,310,22,1,8,21,Seche,3814,6.77
OBS_02538,2538,Kinshasa,143,28.3,0.437,67,44,25.9,380,30,0,5,59,Pluie,7217,15.53
OBS_02539,2539,Nord-Kivu,151,25.4,0.292,82,23,14.3,240,22,1,4,72,Pluie,7770,30.0
OBS_02540,2540,Kasaï-Oriental,60,25.9,0.365,62,168,26.8,370,2,0,3,65,Seche,9846,17.57
OBS_02541,2541,Kasaï,72,22.5,0.141,76,101,22.1,260,13,0,4,56,Seche,3339,21.54
OBS_02542,2542,Kongo Central,133,29.9,0.604,64,119,28.6,230,33,0,4,54,Pluie,7601,23.48
OBS_02543,2543,Kinshasa,206,21.2,0.532,73,152,17.4,260,59,0,6,53,Pluie,6674,20.38
OBS_02544,2544,Kasaï-Oriental,89,25.0,0.456,63,69,20.0,130,24,0,2,3,Seche,2912,2.31
OBS_02545,2545,Mai-Ndombe,97,30.7,0.4,75,179,16.9,310,13,1,8,78,Seche,3211,25.16
OBS_02546,2546,Ituri,71,28.1,0.437,88,238,17.8,250,3,1,5,93,Seche,7320,37.2
OBS_02547,2547,Ituri,195,30.2,0.445,64,32,24.8,210,9,1,5,46,Pluie,8131,21.9
OBS_02548,2548,Nord-Kivu,289,29.1,0.24,73,67,18.1,340,39,1,6,160,Pluie,7782,47.06
OBS_02549,2549,Tshopo,156,28.9,0.542,80,58,18.2,340,5,0,6,113,Pluie,7695,33.24
OBS_02550,2550,Sud-Kivu,378,22.7,0.233,79,162,34.6,180,4,0,9,107,Pluie,6103,59.44
OBS_02551,2551,Équateur,71,22.6,0.459,78,157,40.2,340,6,0,7,45,Seche,3454,13.24
OBS_02552,2552,Tshopo,276,23.1,0.245,76,58,22.6,200,3,1,4,109,Pluie,8860,54.5
OBS_02553,2553,Kongo Central,10,27.5,0.548,90,9,53.5,200,13,1,3,11,Seche,8525,5.5
OBS_02554,2554,Mongala,166,34.0,0.726,63,44,7.3,150,2,0,6,75,Pluie,7173,50.0
OBS_02555,2555,Lomami,373,21.5,0.252,71,128,50.7,230,55,1,7,41,Pluie,5696,17.83
OBS_02556,2556,Kasaï-Oriental,158,18.3,0.62,68,170,14.0,360,7,0,8,189,Pluie,1791,52.5
